O2_size,neg_log10_shadow,shadow_factor
191,5.532348869317954,2.935290781772407e-06
44,5.532348869317954,2.935290781772407e-06
187,5.532348869317954,2.935290781772407e-06
0,5.532348869317954,2.935290781772407e-06
240,5.532348869317954,2.935290781772407e-06
182,5.532348869317954,2.935290781772407e-06
224,5.532348869317954,2.935290781772407e-06
93,5.532348869317954,2.935290781772407e-06
164,5.532348869317954,2.935290781772407e-06
50,5.532348869317954,2.935290781772407e-06
